%relacion	nvCant	nvSamp	nvTrue	nvAll	pcCant	pcSamp	pcTrue	pcAll	gst0Can	gst0Sam	gst0True	gst0All	gst1Can	gst1Sam	gst1True	gst1All	gst2Can	gst2Sam	gst2True	gst2All	gst4Can	gst4Sam	gst4True	gst4All
Coveredby	15	105	2.4	1.03911	15	105	0.0380952	0.0201006	15	105	10.0381	8.09933	15	105	10.0667	8.11343	15	105	1.7619	0.108189	15	105	408.057	11.0524	
Covers	15	105	2.38095	1.03574	15	105	0.0380952	0.0198913	15	105	9.71429	8.14986	15	105	9.70476	8.16245	15	105	1.67619	0.110642	15	105	407.495	11.0765	
Equals	391	391	0.421995	0.0107208	391	391	0.0255754	0.018485	391	391	0.0127877	0.0146781	391	391	0.0153453	0.0146585	391	391	0.0153453	0.0146519	391	391	0.0127877	0.0115776	
Includes	6	102	2.83333	1.04027	6	102	0.0294118	0.0181579	6	102	942.588	784.49	6	102	943.118	784.214	6	102	0.480392	1.78771	6	102	1863.95	764.366	
Inside	6	102	2.82353	1.03753	6	102	0.0294118	0.020009	6	102	941.618	793.462	6	102	942.127	793.298	6	102	0.460784	1.67948	6	102	1862.29	775.024	
Overlaps	8182	8182	4.74982	4.24399	8182	8182	0.0226106	0.0199829	8182	8182	16.1461	18.0279	8182	8182	19.3099	21.2199	8182	8182	42.7277	97.2196	8182	8182	107.082	26.9824	
Touches	986	986	2.45233	3.02557	986	986	0.025355	0.0203949	986	986	1.59838	0.144675	986	986	6.40467	0.554189	986	986	360.168	3.05092	986	986	6.40669	0.553084	
Disjoint	143280	143280	2.1334	2.12576	143280	143280	0.0243719	0.0193026	143280	143280	19.1186	18.8403	143280	143280	25.8213	25.3743	143280	143280	99.3523	97.3913	143280	143280	25.3718	31.1215	
